text,label
2007 Spyker F8-VII ጉድጓድ BatuCars እንደ ስምንት ሲሊንደር ሞተር,0
ሩብል http://en.wikipedia.org/wiki/Russian_ruble,0
"በፓሪስ ቀስ በቀስ ችግር እውቀት እና ንጹህ አየር ለወደፊቱ እርምጃ የሚያስችል ዘዴ ጋር ዜጎችን የሚደገፍ የአየር ብክለት, ትራፊክ, በውስጡ ዋነኛ ምንጭ ለመቅረፍ ወደ 2030 ለቃጠሎ ተሽከርካሪዎች ከተማ ማዕከል ውጭ-ገደብ አቅጣጫ እየተጓዘ ነው.",0
ኣብ ቤተ ክርስቲያን ኮነ ጉባኤ ትምህርቲ፥ ዚዝረፉን ዚቝጸሩን ቅኔታት፡ ብትኅዝቶን መልክዕን ምስቲ ኵነታት፡ ወቕትን ጊዜን፡ በዓላትን ዝተተኃኃዙ እዮም። ዘመነ ጽጌ፥ ዘመነ ልደት፥ ዘመነ መርዓዊ፥ ዘመነ ጾም፥ ዘመነ ፋሲካ (በዓለ ኃምሳ ) ከምኡ እውን ዘመነ ክረምቲ እዮም። ኣብ ዘመናት ዘለዉ ቀንዲ ሃይማኖታዊ ፍጻሜታትን ተፈጥሮኣዊ ክሥተታትን ከኣ መሠረት እዮም። ንምሳሌ፥ ዘመነ ክረምቲ ንቅኔ ዝጥዕም ኮይኑ፥ ዝናም፡ ነጐዳ፡ በረድ ውርጪ፡ ማይ፡ ማዕበል፡ ልምላሜ ኣትክልቲ. . . ከም ወርቂ ከቝጽሩና ይኽእሉ። ኣብ ዘመነ ጽጌ ፥ ምስ ስደት እግዝእትነ ማርያም ዝተኣሳሰሩ ታሪኻት፣ ብዛዕባ ጽጌያት (ዕንባባታት)፣ ብዛዕባ ፍሬ፣ ብዛዕባ ምኅላፍ ክረምትን ምምጻእ ሓጋይን ቅኔ ምቝጻር ይከኣል። ኣብ ዘመነ ጾም ብፍላይ ኣብ ዓቢይ ጾም ምስ ጾም ጐይታ ዝተተኃኃዘን ብዛዕባ ከበሮ ዘይምህራም . . . ወዘይመስሎ ዝኣመሰሉ ብምልዓል ምቝጻር ይከኣል። ጥምየት፥ ጽምኢ፥ መከራ፥. . . ወዘይመስሎ ናይ ተማሃሪ መፈላሰፊ ነጥብታትን ቃላትን እዮም።,1
ሚኒስትሪ ውሽጣዊ ጉዳያት እስራኤል፡ ሳህሮኒም ኣብ ዝተባህለ ቦታ ተዳጒኖም ብግዴታ ናብ ርዋንዳ ወይ ኡጋንዳ ክንጥረዝ ኢና ኣብ ዝብል ዓሚቕ ስግኣት ዝጸንሑ፡ መብዛሕቲኦም ኤርትራውያን ዝኾኑ ልዕሊ 200 ስደተኛታት፡ ብመሰረት ላዕለዋይ ቤት ፍርዲ እታ ሃገር ዝሃቦ ውሳነ ከም ዝተፈትሑ ብ15 ሚያዝያ 2018 ኣብ ዝሃቦ መግለጺ ኣረጋጊጹ።,1
በ Bosla መድረክ በኩል ምንጮች አልተገኙም ሰዎች ከሌሎች ይስሙ.,0
የቀድሞዎቹየዩናትድ ስቴትስ ፕሬዝዳንት ጆርጅ ደብሊዉ ቡሽ እና የብሪታንያዉ ጠቅላይ ሚንስትር ቶኒ ብሌር ኢራቅን የወረሩበት ሰበብ፤ሐሰትነቱ ከተጋለጠ ወዲሕ ስሕተታቸዉን መደበቂያሌላ ሰበበብ አላጡም ነበር።«ሳዳም ሁሴን የተወገዱባት ዓለም ሠላሟ ይበልጥ አስተማማኝ ነዉ» የሚል።የዓለምን ታላቅ የሠላም ሽልማት ኖቤልን የተሸለሙት ፕሬዝዳት ባራክ ኦባማ ቢን ላደንን፤ እራሳቸዉ ኦባማ፤ፕሬዝዳንት ኒኮላይ ሳርኮዚ፤ ጠቅላይ ሚንስትር ዴቪድ ካሜሩንና ተባባሪዎቻቸዉ ሙዓመር ቃዛፊን ሲያስገድሉምየቀዳሚዎቻቸዉንብሒል ደጋግመዉታል።,1
ፈጻሚ-ኣካል ንህልዊ ሃገራዊ ኩነታትና ኣመልኪቱ ኣብ ዝዘተየሉ ጸረ-ህዝቢ ጨፍጫፊ ስርዓት ህግደፍ ብሰንኪ’ቲ ንውልቃውን ጉጅላውን ረብሓታቱ ክብል፡ ብዝኽተሎ መዕነዊ ገባቲ ፖሊስኡ፡ ቁጠባ ሃገር መሬት ክዘብጥ ገይሩሉ ኣብ ዘሎ ህሞት፡ ዜጋታት ንዝርካቡ ዘለዎም ገንዘባዊ ዓቕምታት /ባጤራ ናቕፋ/ ከም ድላዮም ከይጥቀምሉ ኣብ ባንክታቱ ለኲቱ ብምሓዝ ዝጥቀመሉ ምዃኑ ተመልኪቱ። ናይ ሰራዊት ይኹን ስቪክ ናይ መንግስቲ ሰራሕተኛታት ደመወዝ ብምውሳኽ ብኣጠቓላሊ ናብራ ናይ ሕብረተ-ሰብና ከነማሓይሾ ኢና ኢሉ ክዝምረሉ ዝጸንሐ ኣብ ባይታ ከንቱ ኣጉል መብጻዓታት ምዃኑ ህዝብና ካብ ጭቡጥ ዝነብሮ ዘሎ ናይ ሓሳረ-መከራ መነባብርኡ እናተገንዘበ መጺኡ እዩ። ስርዓት ህግደፍ ሕጂ’ውን እዚ ከይዓጠጦ እተን እኩያት ልሙዳት ተግባራቱ እናቀጸለለን፡ ልኡላውነት ሃገርና ኣብ ዋጋ ዕዳጋ እናውረደ፡ ብዋጋ ሰላምን ርግኣትን ሃገርናን ከባቢናን ምስ ናይ ወጻኢ ሓይልታት እናተዋደየ ህዝብን ሃገርን ኤርትራ ለኪሙ ክዓርብ ሕጂ’ውን የዕለብጥ ምህላዉ ተገንዘበ።,1
ይሄን ሲያደርጉ የወልቃይት-አማራ ሀብት ንብረት እየተወረሱ ነው።ለዚህም ይረዳ ዘንድ የሰብአዊ መብት ጉባኤ 141ኛ መግለጫ መመልከቱ በቂ ማስረጃ ነው።አልያ በደም ሲፈስ ደም ይፈላል መጽሐፍ ውስጥ ከገጽ 119-162 ያለውን ይመልከቱ።,1
በተለይ ከቅርብ ጊዜ ወዲህ የአቶ አንዳርጋቸው ጽጌ የአእምሮ ጤንነት አሳሳቢ እየሆነ መምጣቱ በሌሎች አካላት ጭምር መረጋገጡና በመግለፅ ላይ መሆኑንም ሪፕሪቭ ተቋም አክሎ አስታውቋል።,1
"የ PayPal, Skrill ጋር ወይም በቀጥታ የክሬዲት ወይም የዴቢት ካርድ የመገበያያ ቦርሳ ውስጥ ፍላጎት ምርት ማከል ጋር ክፍያ ይህን ኢሜይል info@soccerbetshoot.com መጠቀም ይችላሉ.",0
"Doxycycline በሰፊው ልብ, የኩላሊት, የሳንባ, የጡንቻ, የአንጀት ሕብረ, pleural effusion, መግል, በምራቅ, ዕድላቸው cerebrospinal ጨምሮ የሰውነት ሕብረ እና ፈሳሽ, ወደ ዘልቆ ናቸው እና ከፍተኛ lipid solubility በመባል የሚታወቅ ሲኖቪያል እና ascites.Were ላይ የተሰራጨ ነው ፈሳሽ, የፕሮስቴት እና ዓይን.",0
"ንኣማሓዳሪ ባዕዳዊ መግዛእቲ ደቡብ ኣፍሪካ፣ መስራቲ ኬፕታውንን መተሓባበሪ ሰፈራ ፀዓዱን ንዝነበሩ ጃን ቫን ሪቢክን ብምጥቃስ ድማ ""ደቂ ደቁ መሬትና ከምእንደልይ ክግንዘቡ እንተዘይኪኢሎም እቲ ጉዳይ ኣብኡ ከዝዘም'ዩ። እዚ ጉዳይ ልዕሊ ክብርና'ዩ"" ኢሎም።							",1
ሮሊንግ ወፍጮ,0
በኦሮሚያ ክልል የተነሳውን ተቃውሞ ተከትሎ ብአዴን የሚሉትን ጀሌውን ይዞ የኦሮሞን ሕዝብ ተቃውሞ ለመጨፍለቅ ያደረገው ሩጫ በሽንፈት የተጠናቀቀበት ሕወሓት ሽንፈቱን ውጦ ሳይጨርስ የኣማራው ሕዝብ ሕወሓትን ቅንድቡን ብሎት ቀልቡን ገፎታል።ይህን ተከትሎ የሕወሓት ካድሬዎችና አቀንቃኞች ኣንድ ጊዜ ፌዴሬሽኑ ፈርሶ ኮንፌዴሬሽን ይመስረት ሌላ ጊዜ ኣማራው ትጥቅ ይፍታ ደጉ ኣንዳርጋቸው ይደምሰስ ሲላቸው ደግሞ ከነኣለቆቻቸው በድርድር ስም እና በሃይማኖት እበቶች በኩል የሕዝብን ትግል ለማኮላሸት ደፋ ቀና እያሉ ይገኛሉ።,1
"በተጨማሪም estra-4,9-diene-3,17-dione እና Methyldienedione በመባል የሚታወቀው Dienedione ዱቄት, የሕክምና ጥቅም አስተዋወቀ ፈጽሞ የነበረውን 19-nortestosterone ቡድን ሠራሽ, በቃል ንቁ አናቦሊክ-androgenic የስቴሮይድ (ሀለቃዎችን) ነው. ይህ dienolone የሆነ prohormone መሆን ይታሰባል. ትክክለኛው ንቁ metabolite, dienolone ከዘፍጥረት trenbolone ዘንድ ማለት ይቻላል ተመሳሳይ ነው, ነገር ግን C11 ድርብ ቦንድ የጐደለው.",0
ላለፉት አስራ ስምንት ወራት በእስር ላይ ያለው ጋዜጠኛ እስክንድር ነጋ ለመጀመሪያ ጊዜ ከባለቤቱ ከጋዜጠኛ ሰርካለም ፋሲል እና ከልጁ ከናፍቆት ሌላ ሰው እንዲጠይቀው በዚህ ሣምንት መፈቀዱን ለመረዳት ችለናል። ዛሬ ጠዋት ቃሊቲ ሄደው ከጠየቁት ውስጥ ጋዜጠኛ ጽዮን ግርማ አንዷ ስትሆን፤ አላግባብ ከሕግ ውጪ መታሰሩን ተረድተው በያሉበት ድምፃቸውን ላሰሙና ለሚያሰሙ ሁሉ በያሉበት ምስጋናዬ ይድረሳቸው ብሏታል።,1
በመቀስቀስ ዙሪያ የሰው ልጆች እንደየሥራቸው በብዙ መልኩ በሀሣብ ተለያይተዋል፡፡ እነዚያ እምነታቸውና አመለካከታቸው የተስተካከለው፣ ሥራቸው ያማረው፣ ነፍሣቸውም የጠራው እነሱ ናቸው የተሟላ አካልና መንፈስ ባለቤቶች፡፡ በሌላ በኩል ደግሞ ሥራቸው መጥፎ የሆነው፣ አመለካከታቸውም የተበላሸው የጎደለ አካልና መንፈስ ባለቤቶች እነርሱ ናቸው፡፡,1
ይህ የሃጫሉ ስራ፣ አትሌት ለሊሳ ፈይሳ በአሎምፒክ በድረክ ከፈጸመው ጀብዱ አይተናንስም። እርግጥ ነው። አትሌት ለሊሳ አለም አቀፍ ትኩረትን ስቦ ነበር። ሃጫሉ ግን መልዕክቱን ሲያስተላልፍ በአንባገነኖቹ ጉያ ሆኖ፣ ሊመጣበት የሚችለውን ነገር ሁሉ ተጋፍጦ ራሱን ለመስዋ እትነት ያዘጋጀ ጀግና ነው።,1
07 • Pyle PLTTB1 የሙያ ቀበቶ-Drive ማንዋል Turntable,0
"በፊት እድሜ, ስለ 25-50 ዓመት እና እድገት ሆርሞን ኮርስ በመጠቀም በኋላ ሰዎች",0
"ሻንዶንግ honglu ከባድ ኢንዱስትሪ ተባባሪ., LTD ሻንዶንግ ታንግ ቡድን, የቡድን በጋራ ጋር ተባባሪ., LTD., 1956, ኩባንያው ሠራተኞች ሦስት ሺህ ሰዎች, የቴክኒክ ምርምር እና ተጨማሪ ከ ከሦስት መቶ ሰዎች መካከል ልማት ቡድን, እድገት አድርጓል የምርት መስመሮች, ሽፋን ላይ የተመሰረተ ወርክሾፕ, ብየዳ አውደ ጥናት, ይታተምባቸዋል ዓውደ, ምርት, ምርምር እና ልማት ባለ ጠጎች ልምድ አለው.							",1
“ትምባሆን በትክክለኛ ምንነቱ በግልጽ የሚያሳይ ነው። በተባለው መንገድ ጥቅም ላይ ሲውል ከተጠቃሚዎቹ የገሚሱን ያህል ሕይወት የሚቀጥፍ በዓለም ብቸኛው ህጋዊ ሸቀጥ ነው።” Douglas Bettcher ባለሙ ጤና ድርጅት የተለላፊ በሽታዎች መከላከያ ፕሮግራሞች ዲሬክተር,1
« እስከምናውቀው ድረስ፡ ካለፈው እሁድ ወዲህ አዲስ ግጭት አልተፈጠረም። ይሁንና፡ ይህ በጆንግሌይ አካባቢ በተለያዩት ጎሳዎች መካከል የታየው የኃይል ተግባር መቀጠሉ አይቀርም የሚል ስጋት አለን። »,1
ጣይ CL-415 Canadair FS2004,0
"Cosf-R ነጠላ ድግግሞሽ የፋይበር ሌዘር መሰረታዊ ሞዱል (1.0um) ቻይና አምራቾች, አቅራቢዎች, ፋብሪካ - Connet Laser",0
“ባላጋራን መግጠም በማይችለው መንገድ ነው። ኢህአዴጎች ጦርነት ይችላሉ፣ ቆረጣ ይችላሉ፤ እነሱን በኃይል መግጠም በጥንካሬያቸው መግጠም ነው። ግን የማይችሉትና የማያውቁት አንድ መንገድ አለ። እርሱም ፍቅር ነው።የምናሸንፋቸው በማያውቁት የፍቅር መንገድ ስንገጥማቸው ነው። አሁን እዚህ አዳራሽ ውስጥ ያለነው በሙሉ ነጭ በነጭ ለብሰን ጧፍ እያበራንና እየዘመርን ወደ መስቀል አደባባይ ብንሄድ ድንብርብራቸው ነው የሚወጣው ...”,1
የመጨረሻው መግቢያ: 13 ሰዓት 16 ደቂቃዎች በፊት,0
አዲስ አበባ፣ ጥቅምት 30፣ 2011 (ኤፍ.ቢ.ሲ) 124 ድርጅቶች ህገ ወጥ ደረሰኞችን በኮሚሽን ለነጋዴዎች እያቀረቡ መሆኑን የገቢዎች ሚነስቴር አስታወቀ። በገቢዎች ሚኒስቴር የህግ ማስከበር ዘርፍ ሚኒስትር ዲኤታ አቶ ዘመዴ ተፈራ ዛሬ በሰጡት መግለጫ፥ ህጋዊ ነጋዴዎች ህገወጥ ድርጅቶች ናቸው…,1
አዲስ አበባ፣ህዳር 7፣2011( ኤፍ.ቢ.ሲ) በሶሪያ የሚገኘው የአሜሪካ ጦር ባለፉት ሰባት ቀናት ውስጥ በአይ ኤስ ላይ በፈፀመው ጥቃት ምክንያት 105 ሰዎች መገደላቸው ተገለፀ። በአሜሪካ የሚመራው ጥምር ጦር በምስራቅ ሶሪያ በሚንቀሳቀሰው አይ ኤስ ላይ በፈፀመው የአየር ላይ ጥቃት ምክንያት 105…,1
ፕረዚደንት ሳልቫ ኪርን ተቓዋሚኡ ሪክ ማቻርን ኣብ ከተማ ኣዲስ ኣበባ ኣብ ዝተኻየደ ዋዕላ ኢጋድ ኣብ ዝተረኽቡሉ ዝተፈረመ ስምምዕ ሰላም፣ ሒደት ሰዓታት ድሒሩ፣ ኣብ ደቡባዊን ምዕራባዊን ዞባታት’ታ ሃገር ውግእ ምክያዱ ምንጭታት ዜና ሓቢሮም።,1
"በዚህ አካባቢ በመሆኑ ዙሪያ ተጨማሪ የማዕድን < ""416,879"" ቆይታ = ""5,55"" ለመጀመር =>",0
በመደበኝነት 55 ° ሴ ከፍተኛ ሙቀት ላይ ● ወርኪንግ,0
"ስለዚህ, እነዚያ በሕይወቷ ውስጥ ሰዎች ምሳሌዎች ነበሩ. ከዚህ ማየት እንደምትችለው, ከእሷ ፍላጎት አንድ ወይም ከዚያ በላይ ለእያንዳንዱ ምሳሌ ውስጥ ተገናኘን እየተደረገ አይደለም. እሷ በቀላሉ ከእሷ ፍላጎት ሁሉ ተገናኝቶ አንድ ሰው ማሟላት የሚችል ከሆነ ግን መገመት. እሷን አድናቆት ይሰማቸዋል ያደረገ አንድ ሰው. ከእሷ ጋር ጥልቅ ኃይለኛ የስሜት ግንኙነት በመፍጠራቸው አንድ ሰው. እሷን አንስታይ እና ሲያዳብሩ እና የፍትወት ስሜት የሚያደርግ አንድ ሰው. ከእሷ ትኩስ በፍትወት ፆታ የሚሰጥ አንድ ሰው. አሁን ግሩም ይሆናል.",0
ብጁ አርማ ወይዛዝርት ሴቶች ፋሽን የማያስገባ ...,0
የአማራ ህዝብ ከሁሉም ብሄረሰቦች ጋር ቀረቤታ ያለውና ለረጅም ዘመናት አብሮ በሰላምና በመከባበር የሚኖር ነውና ይህን ማጠናከር ይገባል፡፡ ከኦሮሞ፣ ጉራጌ፣ ሲዳማ፣ ሀድያ፣ ከምባታ፣ ወላይታ፣ ሀረሪ፣ አፋረ፣ ሶማሊ፣ ጋምቤላ፣ ቤሻነጉልና ከሁሉም ጋር ረጅም አብሮ የመኖርና የመጠቃቀም ግንኙነት ያለው ነውና ይህን አጠናክሮ በመቀጠል ለህዝብ አንድነትና ለሀገር ሰላም ታላቅ አስተዋፅኦ ማድረግ ይኖርበታል፡፡ ይህ ይሆን ዘንድ ግን የህወሀት ማንኛውም በአማራ ላይ ተፅኖና በደል ሙሉ በሙሉ ሊመታና ለዘላለም ሊቀበር ይገባዋል፡፡ የአሱ ተላላኪና አገልጋይ የሆኑትን መንጥሮ ማውጣትና ተከዜን እያሻገሩ ወደ ትግራይ መላክ ወንጀል ሳይሆን በከባድ ወንጀልና ዘር በማጥፋት በአማራ ህዝብ ላይ የሚፈፅምን የህወሀትን ወንጀል ማስቆምና ራስን መጠበቅ ነው፡፡,1
"Cryotherapy (ስብ ከዜሮ ህክምና) ዶክተሮች አንድ ሕመምተኛ ቆዳ ላይ አንድ ትንሽ መምጠጥ ጽዋ ቦታ ውስጥ ያልሆነ-ወራሪ (ግንኙነት ያለ) አሠራር ነው. የ subcutaneous ስብ የታሰሩ ድረስ መሣሪያ ቀስ በቀስ የሰውነት ሙቀት ያወጣል. የ ሂደት ወቅት, ቆዳ ትቶ ይህም መደበኛ የሙቀት ክልል ውስጥ epidermis የቀረው, ባልደረሰባቸው.",0
እቲ ጠንቂ ብዙሓት ፍሽለታት ኮይኑ ክቐርብ ዝኽእል ተደጋጋሚን ጉሉሕን ድኽመት፣ ብሕጋጋት፣ ስነ ምግባርን ኣሰራርሓን ውዳበታት ተማእዚዝካ ዘይምኻድ ኢዩ። መብዛሕትኡ ግዜ ውዲታትን ናይ ዘይምቅዳው ተግባራትን ይንጸባረቕ፣ ከም ሳዕቤኑ ከኣ ናይ ተሓታትነትን ግሉጽነትን ጉድለታት ኣብ ዝኽሰተሉ እዋን “ሸፍኖ ሸፍኖ” እናተባህለ ይሕለፍ። ብኻልኣይ ደረጃ ድማ ዘይምትእምማን፣ ምክፍፋል፣ ምንጽጻግ ዝዓብለሎ ባህርያት ከም ጠንቂ ድኽመትና ክግለጹ ይኽእሉ። ነቲ መሰረታዊ ዘይኮነ ፍልልያትና ሰጊርና ብሽርክነት ክንቃለስ እንተዄንና ነቲ ኣብ መንጎና ዘሎ ዘይጠቅም ምጉርፋጥ ልዕሊ መትከላትን ዕላማታትን ቃልሲ ክንሰርዖ የብልናን። ዘለናዮ ግዜ ንስቓይ፣ ስደትን ሞትን ህዝብና ብመንጽር ሽርክነትን ናይ ሰዓሪ-ተሰዓሪ ስትራተጂን እንርእየሉ ግዜ ኣይኮነን። ኣብዚ ሓድሕድ ምድግጋፍ ዝጥለበሉ ዘሎ መድረኽ ሰዓሪን ተሰዓሪን ኴንካ ንምውጻእ ዘይኮነ ሓባራዊ ረብሓ ንምርግጋጽ ዝዓለመ ስትራተጂ ምኽታል ጥራይ ኢዩ ነባሪ ፍታሕ ዘምጽእ ኣማራጺና ክኸውን ዘለዎ።,1
ሰላም ዝኸበርኩም ኣዳለውቲ ናይ ኣንበብቲ ዓምዲ፡ ውልቀ-መላኺ ኢሳያስን ውሑዳት ደቂ-ጃንድኡን ኣንጊሆም ብዝተለምዎ መንገዲ ጥፍኣት፡ ፖለቲካ ሃገርና ርግኣት ስኢኑ ተዘሪጉ፡ ህዝብና ድማ ኣብ ዝብተነሉ ዘሎ ክፉእ ወቕቲ ከም እንርከብ ዘሰማማዓና ሓቂ ይመስለኒ።,1
ሳሌም ሰለሞን ቦትስዋናዊ ጠበቃቸውን ዲክ ቤፎርድንና ሁለት ኤርትራውያን ተሟጋቾች እያሱ ዓንደማርያም ሃብተማርያም እና ዶ/ር አዳነ ገብረመስቀል ጋር ተነጋግራለች። ኤርትራያኑ በደቡብ አፍሪቃ የሚገኘውን የኤርትራውያን የዲሞክራሲና የሰብአዊ መብት ተንቀሳቃሽ ድርጅት ወክለው በደብብ አፊሪቃና በቦትስዋና ሆነው ለተጫዋቾቹ ይሟገቱላቸዋል።,1
እንዴት ተጨማሪ መረጃ ለማግኘት ማነጋገር ይችላሉ?,0
አምስተኛው መከራከሪያ የትግሉ መቀጠል የታሳሪዎቹን በይቅርታ የመፈታት እድል ያጠባል የሚል ሲሆን ኮሚቴዎቻችን ፍርድ ከተበየነባቸው በኋላ ብቸኛው የመውጫ መንገድ የይቅርታ መንገድ መሆኑን በመግለፅ የትግሉ መቀጠል ይህንን በር እንደሚዘጋ ይተነትናል። እዚህ ቦታ ላይ ተጨማሪ አስተያየትን ለመስጠት የኮሚቴዎቻችንን ወቅታዊ አቋም እና ፍላጎት ማወቅ ግድ ይላል የዚህ ፅሁፍ አቅራቢም ፅሑፉን ለውይይት ከሆነ ያቀረቡት በሽምግልናው ላይ ኮሚቴዎቹ ያሳዩትን አቋም በዝርዝር መግለፅ ይጠበቅበት ነበር። እኛ ኮሚቴዎቻችን በእስካሁኑ ሂደት ከበቂ በላይ መስእዋትነትን ከፍለዋል ሀላፊነታቸውንም ተወጥተዋል የሚል ፅኑ እምነት አለን ከዚህ በኋላ በትግላችን እንድንቀጥል ከፈለጉም አህለን ወመርሀበን ብለን እንቀበላቸዋለን በሽምግልና መውጣት ፈልገው ከሆነም መክፈል የሚገባቸውን መስዕዋትነት ስለከፈሉ ለሽምግልናው መሳካት የበኩላችንን እገዛ እናደርግላቸዋለን። ግና ይህ ማለት ምናልባት የአካሔድ ለውጥ ያስደርገን ይሆናል እንጂ ከእንግዲህ ወዲያ ለመብታችን መታገልን የህይወት ግባችን አድርገን ይዘነዋል።,1
‹‹አሁን ለምጽፍልህ ነገር ይቅርታ እንድታደርግልኝ እለምንሃለሁ፡፡ ሆኖም፣ ነፍሴን ለማትረፍ ከዚያ ውጪ አማራጭ አልነበረኝም፡፡ ፖሊስ በማላውቀው ነገር ይዞ ሲያሰቃየኝ ነበር የከረመው፡፡ አብረውህ የሚሠሩትን አጋልጥ እያሉ ሲቀጠቅጡኝ እና ምስጢር ካወጣሁ እንደሚለቁኝ ቃል ሲገቡልኝ፥ አንተንና ሌሎችም ስማቸው የመጡልኝን የሥራ ባልደረቦቼን እና ጓደኞቼን ስም ዘርዝሬ ነገርኳቸው፡፡… ከለቀቁኝ በኋላ በሌላ ስቃይ ድንበር አሳብሬ ጎረቤት አገር ገብቻለሁ፡፡ አሁን የምመክርህ ነገር፣ ማቄን ጨርቄን ሳትል አገር ለቀህ እንድትወጣ ነው፡፡ አለበለዚያ አንተንም ይይዙህና ምንም የማያቁ ሰዎችን ስትጠቁም… ተጠቋቁመን ማለቃችን ነው…››,1
በየአገሩ በመኪናዎች ላይ የሚለጠፉ ጽሑፎች አሉ፡፡ ጽሑፎቹ የሚያስተላልፉት የሹፌሩን ወይም የመኪናውን ባለቤት መልዕክት ነው፡፡ አሜሪካ ‹‹Leave me alone!!›› የሚል ጽሑፍ አንብቤያለሁ፤ ‹‹ተወኝ ባህክ!!›› ማለቱ ነው፤ ከማ ጋር እንደተጣላ አላውቅም፡፡ ሌላ ጊዜ ደግሞ ‹‹It is none of your business!›› የሚል አነበብኩ፡፡ ‹‹ምንም አያገባህም!!›› ማለቷ ነው፡፡,1
“እናቷ የወለደቻት ጀግና ማለት እሷ ነች!” እያልን መዳፋችን እስኪያሞቀሙቅ እያጨበጨብን ነው። እንዲህ አይነት ‘ጭብጨባዎች’ን እየሰሙ፣ ስንቶች በማይሆን መንገድ ሄደዋል!,1
እንዳለፈው ሆነው ወደፊት እንደማይቀጥሉ ህወሀቶችና ተጋፊወቻቸው እየተረዱት ያለ ጉዳይ ቢሆንም ለጋራ ሀገር መፍትሄ ለማምጣትና እነሱን ጨምሮ ሁሉም ዜጋ በነፃናትና እኩልነት በጋራ ሀገር የትም ቦታ መኖር ስለሚያስችል መፍትሄ ግን ፈቃደኛ አይመስሉም፡፡ ስልጣን ካካፈልን፣ ከሀይማኖት፣ ብሄር፣ ጎሳ፣ ክልልና የመሳሰሉት ሙሉ በሙሉ ነፃና አንድ ወጥ የሆነ እንዲሁም በሀገር ፍቅር የተሞላና ኢትዮጲያዊነቱ በውስጡ የሰረፀበት ብቁና ዘመናዊ የጦር ሀይል፣ የሀድንነት ክፍል፣ ፖሊስ ሀይልና በሌላም መንገድ ይሆን ዘንደ ፈቅደን አሁን ያለንን የበላይነት ካጣን ጉዳት ይደርስብናል በሚል ፍርሀት ተውጠው የሚማቅቁም ይመስላሉ፡፡ የሚፈራ ግን ወንጀል የሚፈፅምና ውሸታም የሆነ እንጂ ሌላ አይደለም፡፡ በወንጀል ተዘፍቆና በውሸት ላይ ቆሞ በሰላም እቀጥላሉ የሚል ካለ ደግሞ ሞኝ ብቻ ሳይሆን ራሱ በራሱ እያጠፋ ያለ ነው፡፡,1
በቀድሞው መንግሥት ባለሥልጣናት ላይ የደረሰውን እንመልከት። የዛሬ ስንት ዓመት አካባቢ፣ አስር ዓመት ከታሰሩ በኋላ ነፃ ናችሁ ተብለው የተለቀቁ ባለሥልጣናትን በሬድዮ ሰምቻለሁ። ከተፈረደባቸው ዓመታት በላይም የታሰሩ ሰዎችን ጉዳይ ሰምቻለሁ። ሰው ያለፍትህ አስራ አምስት ዓመት ሲታሰር፣ ካስራ አምስት በኋላ ነፃ ነህ ሲባል፣ በእውኑ ነፃ ነውን? የኢትዮጵያ የፍትህ ሥርዓት እንደዚህ ነው። ስለዚህስ ማን ያውቃል፣ ቴዎድሮስም አምስት ስድስት ዓመት ታስሮ ነፃ ነህ ተብሎ ቢለቀቅ፣ በእውኑ ነፃ ነውን። ይሄ የዳኝነትን ነፃነት የሚፈትሽ ጽሁፍ ያተኮረው፣ በተለይ በፖለቲካዊ ምክንያቶች በሚታሰሩና ከፍርድ ቤቶች ፍትህን በተነፈጉ፣ ጉዳዮችና ባለጉዳዮች ላይ ነው። ቴዎድሮስ ካሳሁን ለምን ታሰረ? ሳይሆን፤ በዚህ ጉዳይ ከተከሰሰበት ከዛሬ ዓመት ከምናምን ገደማ ጀምሮ፣ በሃምሳ ሺህ ብር ዋስ ተለቆ ሲገባ ሲወጣ እየተመለከትነውና፣ የፍትህ ሥርዓቱን ጥሎ፣ አምልጦ ሊሄድ እንደሚችል ዓቃቤ ሕጉ ባላስረዳበት፣ ፍርድ ቤቱም ዓቃቤ ሕጉን ባላፋጠጠበት ሁኔታ፣ ለምን የዋስትና መብት ተከለከለ ነው? ተከትሎም፣ ሌሎች ደሃ ኢትዮጵያዊያንም ተመሳሳይ ዕጣ ይደርሳቸው ይሆንን? የሚለው ጥያቄ መጣብኝ።,1
"ጥሬ የማግኒዢየም (2R, 3S) -2,3,4-trihydroxybutanoate ፓውደር; L-Threonic አሲድ ማግኒዥየም ጨው;",0
"ረዳት ፕሮፌሰር አማረ ከበደ ሰሊጥን አስመልክተው በሰጡት መግለጫ እየተጠናቀቀ ባለው የፈረንጆች ዓመት በብሔራዊ ዝርያ አጽዳቂ ኮሚቴ ፀድቀው የተለቀቁት የሰሊጥ ዝርያዎች ""ባሃ ዘይት"" እና ""ባሃ ነጮ"" የሚል ስያሜ ተሰጥቷቸዋል ።							",1
"ሆስፒታሎችና አንድ $ 150 ቢሊዮን < ""161,764"" ቆይታ = ""2,401"" ይጀምሩ =>",0
